sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,depth,elevation,samp_size,ANONYMIZED_NAME,DESCRIPTION,PLATFORM,REGION,SAMPLE_CENTER,TAXON_ID,TITLE,assigned_from_geo,common_sample_site,days_since_epoch,host_individual,mislabeled,public,sample_id
Unique name or id of the sample,,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://purl.obolibrary.org/obo/ENVO_01000254","The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list: http://insdc.org/country.html,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air,  built environment, host-associated, human-associated, human-oral, human-gut, human-skin, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water","Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://purl.obolibrary.org/obo/ENVO_00002297",The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,The geographical origin of the sample as defined by the specific local region name,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://purl.obolibrary.org/obo/ENVO_00010483","The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10","The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here",Internal ID of sample
L2S252,mgs23949,human-associated habitat,2008-11-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_543,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14192,M3,n,y,qiime:228138
L2S253,mgs23879,human-associated habitat,2008-11-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_544,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14193,M3,n,y,qiime:228075
L2S254,mgs22686,human-associated habitat,2008-11-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_545,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14194,M3,n,y,qiime:227001
L2S255,mgs24005,human-associated habitat,2008-11-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_546,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14195,M3,n,y,qiime:228188
L2S256,mgs22121,human-associated habitat,2008-11-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_547,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14196,M3,n,y,qiime:226493
L2S257,mgs23114,human-associated habitat,2008-11-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_548,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14197,M3,n,y,qiime:227386
L2S258,mgs24065,human-associated habitat,2008-11-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_549,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14198,M3,n,y,qiime:228243
L2S259,mgs22538,human-associated habitat,2008-11-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_550,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14199,M3,n,y,qiime:226869
L2S26,mgs23740,human-associated habitat,2009-09-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_551,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14501,M3,n,y,qiime:227951
L2S260,mgs22315,human-associated habitat,2008-11-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_552,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14200,M3,n,y,qiime:226668
L2S261,mgs23887,human-associated habitat,2008-11-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_553,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14201,M3,n,y,qiime:228083
L2S262,mgs22472,human-associated habitat,2008-11-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_554,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14202,M3,n,y,qiime:226809
L2S263,mgs23402,human-associated habitat,2008-11-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_555,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14203,M3,n,y,qiime:227646
L2S264,mgs23422,human-associated habitat,2008-11-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_556,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14204,M3,n,y,qiime:227664
L2S265,mgs22296,human-associated habitat,2008-11-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_557,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14205,M3,n,y,qiime:226651
L2S267,mgs23289,human-associated habitat,2008-12-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_558,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14215,M3,n,y,qiime:227544
L2S268,mgs23785,human-associated habitat,2008-12-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_559,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14216,M3,n,y,qiime:227990
L2S269,mgs22781,human-associated habitat,2008-12-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_560,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14217,M3,n,y,qiime:227086
L2S270,mgs23092,human-associated habitat,2008-12-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_561,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14218,M3,n,y,qiime:227367
L2S271,mgs23231,human-associated habitat,2008-12-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_562,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14219,M3,n,y,qiime:227492
L2S272,mgs22240,human-associated habitat,2008-12-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_563,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14220,M3,n,y,qiime:226600
L2S273,mgs22918,human-associated habitat,2008-12-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_564,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14221,M3,n,y,qiime:227210
L2S274,mgs22573,human-associated habitat,2008-12-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_565,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14222,M3,n,y,qiime:226900
L2S275,mgs22279,human-associated habitat,2008-12-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_566,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14223,M3,n,y,qiime:226635
L2S276,mgs23062,human-associated habitat,2008-12-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_567,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14224,M3,n,y,qiime:227340
L2S277,mgs23475,human-associated habitat,2008-12-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_568,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14225,M3,n,y,qiime:227712
L2S278,mgs23795,human-associated habitat,2008-12-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_569,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14226,M3,n,y,qiime:227999
L2S279,mgs24282,human-associated habitat,2008-12-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_570,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14227,M3,n,y,qiime:228438
L2S28,mgs22634,human-associated habitat,2009-09-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_571,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14503,M3,n,y,qiime:226955
L2S280,mgs23376,human-associated habitat,2008-12-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_572,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14229,M3,n,y,qiime:227623
L2S281,mgs23528,human-associated habitat,2008-12-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_573,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14230,M3,n,y,qiime:227760
L2S282,mgs23757,human-associated habitat,2008-12-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_574,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14231,M3,n,y,qiime:227966
L2S283,mgs24276,human-associated habitat,2008-12-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_575,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14232,M3,n,y,qiime:228433
L2S284,mgs22850,human-associated habitat,2008-12-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_576,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14233,M3,n,y,qiime:227149
L2S285,mgs24109,human-associated habitat,2008-12-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_577,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14234,M3,n,y,qiime:228283
L2S286,mgs22650,human-associated habitat,2008-12-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_578,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14235,M3,n,y,qiime:226970
L2S287,mgs23430,human-associated habitat,2008-12-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_579,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14237,M3,n,y,qiime:227672
L2S289,mgs22238,human-associated habitat,2008-12-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_580,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14238,M3,n,y,qiime:226598
L2S29,mgs23372,human-associated habitat,2009-09-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_581,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14504,M3,n,y,qiime:227619
L2S290,mgs23010,human-associated habitat,2008-12-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_582,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14239,M3,n,y,qiime:227293
L2S291,mgs22375,human-associated habitat,2008-12-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_583,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14240,M3,n,y,qiime:226722
L2S292,mgs23045,human-associated habitat,2008-12-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_584,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14241,M3,n,y,qiime:227324
L2S293,mgs22578,human-associated habitat,2008-12-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_585,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14242,M3,n,y,qiime:226904
L2S294,mgs23351,human-associated habitat,2008-12-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_586,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14243,M3,n,y,qiime:227600
L2S295,mgs24147,human-associated habitat,2008-12-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_587,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14244,M3,n,y,qiime:228316
L2S296,mgs22397,human-associated habitat,2009-01-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_588,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14245,M3,n,y,qiime:226742
L2S297,mgs22956,human-associated habitat,2009-01-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_589,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14246,M3,n,y,qiime:227244
L2S298,mgs23256,human-associated habitat,2009-01-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_590,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14252,M3,n,y,qiime:227514
L2S299,mgs23416,human-associated habitat,2009-01-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_591,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14253,M3,n,y,qiime:227659
L2S3,mgs24092,human-associated habitat,2009-08-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_592,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14474,M3,n,y,qiime:228267
L2S30,mgs22283,human-associated habitat,2009-09-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_593,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14505,M3,n,y,qiime:226639
L2S300,mgs23050,human-associated habitat,2009-01-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_594,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14254,M3,n,y,qiime:227329
L2S301,mgs22450,human-associated habitat,2009-01-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_595,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14255,M3,n,y,qiime:226789
L2S302,mgs22516,human-associated habitat,2009-01-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_596,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14256,M3,n,y,qiime:226849
L2S303,mgs22218,human-associated habitat,2009-01-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_597,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14257,M3,n,y,qiime:226581
L2S304,mgs23304,human-associated habitat,2009-01-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_598,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14259,M3,n,y,qiime:227558
L2S305,mgs22865,human-associated habitat,2009-01-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_599,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14260,M3,n,y,qiime:227163
L2S306,mgs24134,human-associated habitat,2009-01-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_600,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14261,M3,n,y,qiime:228304
L2S307,mgs23481,human-associated habitat,2009-01-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_601,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14262,M3,n,y,qiime:227717
L2S308,mgs22790,human-associated habitat,2009-01-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_602,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14263,M3,n,y,qiime:227094
L2S309,mgs22247,human-associated habitat,2009-01-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_603,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14264,M3,n,y,qiime:226606
L2S31,mgs24189,human-associated habitat,2009-09-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_604,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14506,M3,n,y,qiime:228354
L2S310,mgs22827,human-associated habitat,2009-01-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_605,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14265,M3,n,y,qiime:227128
L2S311,mgs22464,human-associated habitat,2009-01-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_606,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14266,M3,n,y,qiime:226802
L2S312,mgs24202,human-associated habitat,2009-01-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_607,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14267,M3,n,y,qiime:228366
L2S313,mgs23669,human-associated habitat,2009-01-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_608,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14268,M3,n,y,qiime:227886
L2S314,mgs23405,human-associated habitat,2009-01-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_609,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14269,M3,n,y,qiime:227649
L2S315,mgs23080,human-associated habitat,2009-01-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_610,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14270,M3,n,y,qiime:227356
L2S316,mgs24229,human-associated habitat,2009-01-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_611,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14271,M3,n,y,qiime:228390
L2S317,mgs22788,human-associated habitat,2009-01-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_612,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14272,M3,n,y,qiime:227093
L2S318,mgs22250,human-associated habitat,2009-01-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_613,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14273,M3,n,y,qiime:226609
L2S319,mgs22484,human-associated habitat,2009-01-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_614,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14274,M3,n,y,qiime:226820
L2S32,mgs23083,human-associated habitat,2009-09-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_615,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,feces,14507,M3,n,y,qiime:227359
L2S320,mgs22862,human-associated habitat,2009-01-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_616,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14275,M3,n,y,qiime:227160
L2S321,mgs23380,human-associated habitat,2009-02-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_617,Moving_pictures_of_the_human_microbiome,Illumina,L2,CCME,9606,Moving_pictures_of_the_human_microbiome,n,L_palm,14276,M3,n,y,qiime:227626
