sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,depth,elevation,samp_size,ANONYMIZED_NAME,DESCRIPTION,PLATFORM,REGION,SAMPLE_CENTER,TAXON_ID,TITLE,assigned_from_geo,common_sample_site,days_since_epoch,host_individual,mislabeled,public,sample_id
Unique name or id of the sample,,"The environmental biome represents the major classes of ecologically similar communities of plants, animals, and other organisms. Biomes are defined based on factors such as plant structures, leaf types, plant spacing, and other factors like climate. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO terms listed under environmental biome can be found from the link: http://purl.obolibrary.org/obo/ENVO_01000254","The date of sampling. Use ISO8601 compliant format, ie. 2008-01-23",The geographical origin of the sample as defined by the country or sea name. Country or sea names should be chosen from the INSDC country list: http://insdc.org/country.html,"MIGS/MIMS/MIMARKS extension for reporting of measurements and observations obtained from one or more of the environments where the sample was obtained. Use one of: air,  built environment, host-associated, human-associated, human-oral, human-gut, human-skin, human-vaginal, microbial mat|biofilm, miscellaneous, plant-associated, sediment, soil, wastewater|sludge, water","Environmental feature level includes geographic environmental features. Examples include: harbor, cliff, or lake. EnvO terms listed under environmental feature can be found from the link: http://purl.obolibrary.org/obo/ENVO_00002297",The geographical origin of the sample as defined by latitude. The value should be reported in decimal degrees and in WGS84 system,The geographical origin of the sample as defined by the specific local region name,The geographical origin of the sample as defined by longitude. The value should be reported in decimal degrees and in WGS84 system,"The environmental material level refers to the matter that was displaced by the sample, prior to the sampling event. Environmental matter terms are generally mass nouns. Examples include: air, soil, or water. EnvO terms listed under environmental matter can be found from the link: http://purl.obolibrary.org/obo/ENVO_00010483","The local time of sampling.  Use ISO8601 compliant format, ie. 19:23:10","The timezone of sampling.  Use ISO8601 compliant format, ie. UTC-7",The altitude of the sample is the vertical distance in meters between Earth's surface above Sea Level and the sampled position in the air.,"Depth is defined as the vertical distance in meters below surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectivly.",The elevation of the sampling site in meters as measured by the vertical distance from mean sea level.,"Amount or size of sample (volume, mass or area) that was collected, along with the unit used","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here","any other measurement performed or parameter collected, that is not listed here",Internal ID of sample
L6S214,mgs23093,human-associated habitat,2009-08-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1772,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14476,M3,n,y,qiime:227368
L6S215,mgs23810,human-associated habitat,2009-08-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1773,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14477,M3,n,y,qiime:228013
L6S216,mgs22947,human-associated habitat,2009-08-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1774,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14478,M3,n,y,qiime:227236
L6S217,mgs23881,human-associated habitat,2009-08-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1775,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14479,M3,n,y,qiime:228077
L6S218,mgs22673,human-associated habitat,2009-08-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1776,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14480,M3,n,y,qiime:226989
L6S219,mgs22129,human-associated habitat,2009-08-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1777,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14481,M3,n,y,qiime:226500
L6S22,mgs23679,human-associated habitat,2009-01-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1778,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14266,M3,n,y,qiime:227895
L6S220,mgs22263,human-associated habitat,2009-08-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1779,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14482,M3,n,y,qiime:226621
L6S221,mgs23649,human-associated habitat,2009-08-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1780,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14484,M3,n,y,qiime:227869
L6S222,mgs22851,human-associated habitat,2009-08-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1781,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14485,M3,n,y,qiime:227150
L6S223,mgs22361,human-associated habitat,2009-08-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1782,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14487,M3,n,y,qiime:226709
L6S224,mgs23779,human-associated habitat,2009-09-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1783,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14488,M3,n,y,qiime:227984
L6S225,mgs24119,human-associated habitat,2009-09-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1784,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14489,M3,n,y,qiime:228291
L6S226,mgs23098,human-associated habitat,2009-09-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1785,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14490,M3,n,y,qiime:227373
L6S227,mgs23094,human-associated habitat,2009-09-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1786,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14491,M3,n,y,qiime:227369
L6S228,mgs22553,human-associated habitat,2009-09-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1787,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14492,M3,n,y,qiime:226883
L6S229,mgs22401,human-associated habitat,2009-09-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1788,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14493,M3,n,y,qiime:226745
L6S23,mgs23650,human-associated habitat,2009-01-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1789,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14267,M3,n,y,qiime:227870
L6S230,mgs24157,human-associated habitat,2009-09-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1790,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14494,M3,n,y,qiime:228325
L6S231,mgs23821,human-associated habitat,2009-09-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1791,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14495,M3,n,y,qiime:228023
L6S232,mgs23125,human-associated habitat,2009-09-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1792,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14496,M3,n,y,qiime:227396
L6S233,mgs24002,human-associated habitat,2009-09-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1793,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14497,M3,n,y,qiime:228185
L6S234,mgs23246,human-associated habitat,2009-09-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1794,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14498,M3,n,y,qiime:227505
L6S235,mgs22805,human-associated habitat,2009-09-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1795,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14499,M3,n,y,qiime:227108
L6S236,mgs22782,human-associated habitat,2009-09-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1796,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14500,M3,n,y,qiime:227087
L6S237,mgs23780,human-associated habitat,2009-09-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1797,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14501,M3,n,y,qiime:227985
L6S239,mgs23865,human-associated habitat,2009-09-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1798,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14503,M3,n,y,qiime:228063
L6S24,mgs22140,human-associated habitat,2009-01-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1799,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14268,M3,n,y,qiime:226510
L6S240,mgs23160,human-associated habitat,2009-09-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1800,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14504,M3,n,y,qiime:227428
L6S241,mgs23220,human-associated habitat,2009-09-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1801,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14505,M3,n,y,qiime:227483
L6S242,mgs23828,human-associated habitat,2009-09-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1802,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14506,M3,n,y,qiime:228029
L6S243,mgs23173,human-associated habitat,2009-09-20,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1803,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14507,M3,n,y,qiime:227440
L6S244,mgs22653,human-associated habitat,2009-09-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1804,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14508,M3,n,y,qiime:226973
L6S245,mgs24273,human-associated habitat,2009-09-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1805,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14509,M3,n,y,qiime:228430
L6S246,mgs22475,human-associated habitat,2009-09-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1806,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14510,M3,n,y,qiime:226812
L6S247,mgs22152,human-associated habitat,2009-09-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1807,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14511,M3,n,y,qiime:226521
L6S248,mgs22434,human-associated habitat,2009-09-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1808,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14512,M3,n,y,qiime:226775
L6S249,mgs23369,human-associated habitat,2009-09-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1809,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14513,M3,n,y,qiime:227616
L6S25,mgs22801,human-associated habitat,2009-01-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1810,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14269,M3,n,y,qiime:227104
L6S250,mgs23047,human-associated habitat,2009-09-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1811,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14514,M3,n,y,qiime:227326
L6S251,mgs23214,human-associated habitat,2009-09-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1812,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14516,M3,n,y,qiime:227477
L6S252,mgs23497,human-associated habitat,2009-09-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1813,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14517,M3,n,y,qiime:227732
L6S253,mgs23706,human-associated habitat,2009-10-01,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1814,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14518,M3,n,y,qiime:227920
L6S254,mgs22311,human-associated habitat,2009-10-02,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1815,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14519,M3,n,y,qiime:226664
L6S255,mgs22991,human-associated habitat,2009-10-03,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1816,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14520,M3,n,y,qiime:227276
L6S256,mgs23030,human-associated habitat,2009-10-04,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1817,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14521,M3,n,y,qiime:227311
L6S257,mgs22265,human-associated habitat,2009-10-05,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1818,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14522,M3,n,y,qiime:226623
L6S258,mgs23428,human-associated habitat,2009-10-06,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1819,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14523,M3,n,y,qiime:227670
L6S259,mgs23791,human-associated habitat,2009-10-07,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1820,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14524,M3,n,y,qiime:227995
L6S26,mgs23342,human-associated habitat,2009-01-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1821,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14270,M3,n,y,qiime:227592
L6S260,mgs23434,human-associated habitat,2009-10-08,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1822,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14525,M3,n,y,qiime:227675
L6S261,mgs23553,human-associated habitat,2009-10-09,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1823,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14526,M3,n,y,qiime:227783
L6S262,mgs23463,human-associated habitat,2009-10-10,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1824,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14527,M3,n,y,qiime:227701
L6S263,mgs22492,human-associated habitat,2009-10-11,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1825,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14528,M3,n,y,qiime:226827
L6S264,mgs24207,human-associated habitat,2009-10-12,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1826,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14529,M3,n,y,qiime:228371
L6S265,mgs22549,human-associated habitat,2009-10-13,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1827,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14530,M3,n,y,qiime:226879
L6S266,mgs23943,human-associated habitat,2009-10-14,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1828,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14531,M3,n,y,qiime:228133
L6S267,mgs22465,human-associated habitat,2009-10-15,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1829,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14532,M3,n,y,qiime:226803
L6S268,mgs22414,human-associated habitat,2009-10-16,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1830,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14533,M3,n,y,qiime:226757
L6S269,mgs22646,human-associated habitat,2009-10-17,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1831,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14534,M3,n,y,qiime:226966
L6S27,mgs24123,human-associated habitat,2009-01-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1832,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14271,M3,n,y,qiime:228294
L6S270,mgs24182,human-associated habitat,2009-10-18,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1833,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14535,M3,n,y,qiime:228348
L6S271,mgs23319,human-associated habitat,2009-10-19,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1834,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14536,M3,n,y,qiime:227572
L6S272,mgs24171,human-associated habitat,2009-10-21,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1835,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14538,M3,n,y,qiime:228338
L6S273,mgs23373,human-associated habitat,2009-10-22,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1836,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14539,M3,y,y,qiime:227620
L6S274,mgs23329,human-associated habitat,2009-10-23,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1837,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14540,M3,n,y,qiime:227581
L6S275,mgs22885,human-associated habitat,2009-10-24,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1838,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14541,M3,n,y,qiime:227181
L6S276,mgs22572,human-associated habitat,2009-10-25,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1839,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14542,M3,n,y,qiime:226899
L6S277,mgs22226,human-associated habitat,2009-10-26,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1840,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14543,M3,n,y,qiime:226587
L6S278,mgs22231,human-associated habitat,2009-10-27,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1841,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14544,M3,n,y,qiime:226592
L6S279,mgs23583,human-associated habitat,2009-10-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1842,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14545,M3,n,y,qiime:227809
L6S28,mgs22194,human-associated habitat,2009-01-28,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1843,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14272,M3,n,y,qiime:226559
L6S280,mgs23816,human-associated habitat,2009-10-29,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1844,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14546,M3,n,y,qiime:228018
L6S281,mgs22600,human-associated habitat,2009-10-30,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1845,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14547,M3,n,y,qiime:226924
L6S282,mgs23147,human-associated habitat,2009-10-31,United States of America,host-associated,human-associated habitat,40.0149856,,-105.2705456,human-associated habitat,,,0.0,0,1624.097656,1 swab,sample_1846,Moving_pictures_of_the_human_microbiome,Illumina,L6,CCME,9606,Moving_pictures_of_the_human_microbiome,n,Tongue,14548,M3,n,y,qiime:227416
