sample_name,mgrast_id,body_habitat,body_site,sex
L4S226,mge35432,UBERON:skin,UBERON:zone of skin of hand,male
L4S227,mge36236,UBERON:skin,UBERON:zone of skin of hand,male
L4S228,mge36238,UBERON:skin,UBERON:zone of skin of hand,male
L4S229,mge35600,UBERON:skin,UBERON:zone of skin of hand,male
L4S23,mge36753,UBERON:skin,UBERON:zone of skin of hand,male
L4S230,mge36469,UBERON:skin,UBERON:zone of skin of hand,male
L4S231,mge35110,UBERON:skin,UBERON:zone of skin of hand,male
L4S234,mge35870,UBERON:skin,UBERON:zone of skin of hand,male
L4S235,mge35116,UBERON:skin,UBERON:zone of skin of hand,male
L4S236,mge35886,UBERON:skin,UBERON:zone of skin of hand,male
L4S242,mge36780,UBERON:skin,UBERON:zone of skin of hand,male
L4S245,mge34996,UBERON:skin,UBERON:zone of skin of hand,male
L4S247,mge35849,UBERON:skin,UBERON:zone of skin of hand,male
L4S248,mge36161,UBERON:skin,UBERON:zone of skin of hand,male
L4S25,mge35871,UBERON:skin,UBERON:zone of skin of hand,male
L4S250,mge34957,UBERON:skin,UBERON:zone of skin of hand,male
L4S252,mge35693,UBERON:skin,UBERON:zone of skin of hand,male
L4S254,mge36237,UBERON:skin,UBERON:zone of skin of hand,male
L4S255,mge35645,UBERON:skin,UBERON:zone of skin of hand,male
L4S256,mge35441,UBERON:skin,UBERON:zone of skin of hand,male
L4S257,mge35060,UBERON:skin,UBERON:zone of skin of hand,male
L4S259,mge35193,UBERON:skin,UBERON:zone of skin of hand,male
L4S26,mge35243,UBERON:skin,UBERON:zone of skin of hand,male
L4S261,mge35188,UBERON:skin,UBERON:zone of skin of hand,male
L4S262,mge35703,UBERON:skin,UBERON:zone of skin of hand,male
L4S266,mge35329,UBERON:skin,UBERON:zone of skin of hand,male
L4S27,mge36709,UBERON:skin,UBERON:zone of skin of hand,male
L4S270,mge35023,UBERON:skin,UBERON:zone of skin of hand,male
L4S274,mge36915,UBERON:skin,UBERON:zone of skin of hand,male
L4S278,mge36489,UBERON:skin,UBERON:zone of skin of hand,male
L4S279,mge35173,UBERON:skin,UBERON:zone of skin of hand,male
L4S28,mge36453,UBERON:skin,UBERON:zone of skin of hand,male
L4S283,mge36493,UBERON:skin,UBERON:zone of skin of hand,male
L4S284,mge35018,UBERON:skin,UBERON:zone of skin of hand,male
L4S285,mge36315,UBERON:skin,UBERON:zone of skin of hand,male
L4S286,mge35157,UBERON:skin,UBERON:zone of skin of hand,male
L4S287,mge36110,UBERON:skin,UBERON:zone of skin of hand,male
L4S29,mge36516,UBERON:skin,UBERON:zone of skin of hand,male
L4S3,mge36138,UBERON:skin,UBERON:zone of skin of hand,male
L4S30,mge35580,UBERON:skin,UBERON:zone of skin of hand,male
L4S31,mge35034,UBERON:skin,UBERON:zone of skin of hand,male
L4S32,mge35743,UBERON:skin,UBERON:zone of skin of hand,male
L4S33,mge35624,UBERON:skin,UBERON:zone of skin of hand,male
L4S34,mge36216,UBERON:skin,UBERON:zone of skin of hand,male
L4S35,mge34935,UBERON:skin,UBERON:zone of skin of hand,male
L4S36,mge35159,UBERON:skin,UBERON:zone of skin of hand,male
L4S37,mge36222,UBERON:skin,UBERON:zone of skin of hand,male
L4S38,mge35020,UBERON:skin,UBERON:zone of skin of hand,male
L4S39,mge36085,UBERON:skin,UBERON:zone of skin of hand,male
L4S4,mge35651,UBERON:skin,UBERON:zone of skin of hand,male
L4S40,mge34884,UBERON:skin,UBERON:zone of skin of hand,male
L4S41,mge36833,UBERON:skin,UBERON:zone of skin of hand,male
L4S42,mge35826,UBERON:skin,UBERON:zone of skin of hand,male
L4S43,mge35242,UBERON:skin,UBERON:zone of skin of hand,male
L4S45,mge34968,UBERON:skin,UBERON:zone of skin of hand,male
L4S47,mge34898,UBERON:skin,UBERON:zone of skin of hand,male
L4S48,mge36153,UBERON:skin,UBERON:zone of skin of hand,male
L4S50,mge35179,UBERON:skin,UBERON:zone of skin of hand,male
L4S55,mge36343,UBERON:skin,UBERON:zone of skin of hand,male
L4S56,mge35737,UBERON:skin,UBERON:zone of skin of hand,male
L4S57,mge36931,UBERON:skin,UBERON:zone of skin of hand,male
L4S58,mge35257,UBERON:skin,UBERON:zone of skin of hand,male
L4S59,mge34953,UBERON:skin,UBERON:zone of skin of hand,male
L4S60,mge35044,UBERON:skin,UBERON:zone of skin of hand,male
L4S61,mge34930,UBERON:skin,UBERON:zone of skin of hand,male
L4S62,mge35814,UBERON:skin,UBERON:zone of skin of hand,male
L4S63,mge36910,UBERON:skin,UBERON:zone of skin of hand,male
L4S64,mge34961,UBERON:skin,UBERON:zone of skin of hand,male
L4S65,mge36186,UBERON:skin,UBERON:zone of skin of hand,male
L4S66,mge35667,UBERON:skin,UBERON:zone of skin of hand,male
L4S67,mge36511,UBERON:skin,UBERON:zone of skin of hand,male
L4S7,mge35595,UBERON:skin,UBERON:zone of skin of hand,male
L4S70,mge34973,UBERON:skin,UBERON:zone of skin of hand,male
L4S71,mge36035,UBERON:skin,UBERON:zone of skin of hand,male
L4S72,mge36832,UBERON:skin,UBERON:zone of skin of hand,male
L4S73,mge35673,UBERON:skin,UBERON:zone of skin of hand,male
L4S74,mge35891,UBERON:skin,UBERON:zone of skin of hand,male
L4S75,mge36458,UBERON:skin,UBERON:zone of skin of hand,male
L4S76,mge36096,UBERON:skin,UBERON:zone of skin of hand,male
L4S77,mge36201,UBERON:skin,UBERON:zone of skin of hand,male
L4S78,mge36276,UBERON:skin,UBERON:zone of skin of hand,male
L4S79,mge36529,UBERON:skin,UBERON:zone of skin of hand,male
L4S8,mge36555,UBERON:skin,UBERON:zone of skin of hand,male
L4S80,mge35326,UBERON:skin,UBERON:zone of skin of hand,male
L4S81,mge35866,UBERON:skin,UBERON:zone of skin of hand,male
L4S82,mge35070,UBERON:skin,UBERON:zone of skin of hand,male
L4S83,mge36341,UBERON:skin,UBERON:zone of skin of hand,male
L4S86,mge35322,UBERON:skin,UBERON:zone of skin of hand,male
L4S88,mge35918,UBERON:skin,UBERON:zone of skin of hand,male
L4S89,mge35469,UBERON:skin,UBERON:zone of skin of hand,male
L4S9,mge35895,UBERON:skin,UBERON:zone of skin of hand,male
L4S91,mge36287,UBERON:skin,UBERON:zone of skin of hand,male
L4S92,mge36870,UBERON:skin,UBERON:zone of skin of hand,male
L4S94,mge35775,UBERON:skin,UBERON:zone of skin of hand,male
L4S95,mge35731,UBERON:skin,UBERON:zone of skin of hand,male
L4S97,mge36449,UBERON:skin,UBERON:zone of skin of hand,male
L4S98,mge35680,UBERON:skin,UBERON:zone of skin of hand,male
L5S1,mge35844,UBERON:skin,UBERON:zone of skin of hand,male
L5S10,mge36921,UBERON:skin,UBERON:zone of skin of hand,male
L5S101,mge35223,UBERON:oral cavity,UBERON:tongue,female
L5S103,mge35165,UBERON:oral cavity,UBERON:tongue,female
L5S104,mge34875,UBERON:oral cavity,UBERON:tongue,female
L5S105,mge35869,UBERON:oral cavity,UBERON:tongue,female
L5S106,mge36508,UBERON:oral cavity,UBERON:tongue,female
L5S107,mge35619,UBERON:oral cavity,UBERON:tongue,female
L5S109,mge34928,UBERON:oral cavity,UBERON:tongue,female
L5S110,mge36104,UBERON:oral cavity,UBERON:tongue,female
L5S111,mge34908,UBERON:oral cavity,UBERON:tongue,female
L5S115,mge35448,UBERON:oral cavity,UBERON:tongue,female
L5S118,mge35724,UBERON:oral cavity,UBERON:tongue,female
L5S12,mge36875,UBERON:skin,UBERON:zone of skin of hand,male
L5S120,mge36439,UBERON:oral cavity,UBERON:tongue,female
L5S122,mge35679,UBERON:oral cavity,UBERON:tongue,female
L5S123,mge36258,UBERON:oral cavity,UBERON:tongue,female
L5S124,mge35836,UBERON:oral cavity,UBERON:tongue,female
L5S127,mge35126,UBERON:oral cavity,UBERON:tongue,female
L5S128,mge35363,UBERON:oral cavity,UBERON:tongue,female
L5S129,mge36042,UBERON:oral cavity,UBERON:tongue,female
L5S130,mge36259,UBERON:oral cavity,UBERON:tongue,female
L5S131,mge35062,UBERON:oral cavity,UBERON:tongue,female
L5S132,mge35078,UBERON:oral cavity,UBERON:tongue,female
L5S133,mge35235,UBERON:oral cavity,UBERON:tongue,female
L5S134,mge35373,UBERON:oral cavity,UBERON:tongue,female
L5S135,mge36067,UBERON:oral cavity,UBERON:tongue,female
L5S138,mge36271,UBERON:oral cavity,UBERON:tongue,female
L5S139,mge35720,UBERON:oral cavity,UBERON:tongue,female
L5S14,mge36893,UBERON:skin,UBERON:zone of skin of hand,male
L5S140,mge35122,UBERON:oral cavity,UBERON:tongue,female
L5S141,mge35169,UBERON:oral cavity,UBERON:tongue,female
L5S142,mge36071,UBERON:oral cavity,UBERON:tongue,female
L5S144,mge36208,UBERON:oral cavity,UBERON:tongue,female
L5S145,mge35833,UBERON:oral cavity,UBERON:tongue,female
L5S146,mge36491,UBERON:oral cavity,UBERON:tongue,female
L5S147,mge35330,UBERON:oral cavity,UBERON:tongue,female
L5S149,mge36148,UBERON:oral cavity,UBERON:tongue,female
L5S150,mge36327,UBERON:oral cavity,UBERON:tongue,female
L5S152,mge36869,UBERON:oral cavity,UBERON:tongue,female
L5S153,mge34883,UBERON:oral cavity,UBERON:tongue,female
L5S154,mge35865,UBERON:oral cavity,UBERON:tongue,female
L5S155,mge35168,UBERON:oral cavity,UBERON:tongue,female
L5S156,mge35349,UBERON:oral cavity,UBERON:tongue,female
L5S157,mge36871,UBERON:oral cavity,UBERON:tongue,female
L5S158,mge34896,UBERON:oral cavity,UBERON:tongue,female
L5S159,mge36904,UBERON:oral cavity,UBERON:tongue,female
L5S160,mge36210,UBERON:oral cavity,UBERON:tongue,female
L5S161,mge34881,UBERON:oral cavity,UBERON:tongue,female
L5S162,mge36207,UBERON:oral cavity,UBERON:tongue,female
L5S163,mge36825,UBERON:oral cavity,UBERON:tongue,female
L5S165,mge35392,UBERON:oral cavity,UBERON:tongue,female
L5S166,mge35596,UBERON:oral cavity,UBERON:tongue,female
L5S167,mge36123,UBERON:oral cavity,UBERON:tongue,female
L5S169,mge35166,UBERON:oral cavity,UBERON:tongue,female
L5S173,mge36827,UBERON:oral cavity,UBERON:tongue,female
L5S174,mge34916,UBERON:oral cavity,UBERON:tongue,female
L5S175,mge36777,UBERON:oral cavity,UBERON:tongue,female
L5S176,mge35121,UBERON:oral cavity,UBERON:tongue,female
L5S177,mge36282,UBERON:oral cavity,UBERON:tongue,female
L5S179,mge36314,UBERON:oral cavity,UBERON:tongue,female
L5S18,mge35408,UBERON:skin,UBERON:zone of skin of hand,male
L5S180,mge35755,UBERON:oral cavity,UBERON:tongue,female
L5S182,mge35255,UBERON:oral cavity,UBERON:tongue,female
L5S183,mge36550,UBERON:oral cavity,UBERON:tongue,female
L5S184,mge36340,UBERON:oral cavity,UBERON:tongue,female
L5S186,mge35903,UBERON:oral cavity,UBERON:tongue,female
L5S188,mge36057,UBERON:oral cavity,UBERON:tongue,female
L5S189,mge35049,UBERON:oral cavity,UBERON:tongue,female
L5S190,mge35609,UBERON:oral cavity,UBERON:tongue,female
L5S193,mge35863,UBERON:oral cavity,UBERON:tongue,female
L5S194,mge36170,UBERON:oral cavity,UBERON:tongue,female
L5S195,mge34947,UBERON:oral cavity,UBERON:tongue,female
L5S197,mge35750,UBERON:oral cavity,UBERON:tongue,female
L5S199,mge36445,UBERON:oral cavity,UBERON:tongue,female
L5S20,mge35052,UBERON:skin,UBERON:zone of skin of hand,male
L5S200,mge36095,UBERON:oral cavity,UBERON:tongue,female
L5S201,mge36139,UBERON:oral cavity,UBERON:tongue,female
L5S202,mge35033,UBERON:oral cavity,UBERON:tongue,female
L5S203,mge35604,UBERON:oral cavity,UBERON:tongue,female
L5S204,mge34925,UBERON:oral cavity,UBERON:tongue,female
L5S205,mge35747,UBERON:oral cavity,UBERON:tongue,female
L5S206,mge34955,UBERON:oral cavity,UBERON:tongue,female
L5S207,mge35228,UBERON:oral cavity,UBERON:tongue,female
L5S208,mge34922,UBERON:oral cavity,UBERON:tongue,female
L5S209,mge36913,UBERON:oral cavity,UBERON:tongue,female
L5S21,mge36053,UBERON:skin,UBERON:zone of skin of hand,male
L5S210,mge34865,UBERON:oral cavity,UBERON:tongue,female
L5S211,mge35199,UBERON:oral cavity,UBERON:tongue,female
L5S212,mge35663,UBERON:oral cavity,UBERON:tongue,female
L5S213,mge35377,UBERON:oral cavity,UBERON:tongue,female
L5S214,mge35197,UBERON:oral cavity,UBERON:tongue,female
L5S216,mge35092,UBERON:oral cavity,UBERON:tongue,female
L5S217,mge36303,UBERON:oral cavity,UBERON:tongue,female
L5S219,mge35428,UBERON:oral cavity,UBERON:tongue,female
L5S22,mge35403,UBERON:skin,UBERON:zone of skin of hand,male
L5S221,mge35847,UBERON:oral cavity,UBERON:tongue,female
L5S223,mge35733,UBERON:oral cavity,UBERON:tongue,female
L5S226,mge35443,UBERON:oral cavity,UBERON:tongue,female
L5S227,mge35027,UBERON:oral cavity,UBERON:tongue,female
L5S228,mge35429,UBERON:oral cavity,UBERON:tongue,female
L5S23,mge36384,UBERON:skin,UBERON:zone of skin of hand,male
L5S230,mge35130,UBERON:oral cavity,UBERON:tongue,female
L5S231,mge35183,UBERON:oral cavity,UBERON:tongue,female
L5S232,mge35108,UBERON:oral cavity,UBERON:tongue,female
L5S234,mge35341,UBERON:oral cavity,UBERON:tongue,male
L5S235,mge35435,UBERON:oral cavity,UBERON:tongue,male
L5S236,mge36738,UBERON:oral cavity,UBERON:tongue,male
L5S238,mge35334,UBERON:oral cavity,UBERON:tongue,male
L5S239,mge35234,UBERON:oral cavity,UBERON:tongue,male
L5S240,mge36559,UBERON:oral cavity,UBERON:tongue,male
L5S241,mge35634,UBERON:oral cavity,UBERON:tongue,male
L5S242,mge36475,UBERON:oral cavity,UBERON:tongue,male
L5S243,mge35323,UBERON:oral cavity,UBERON:tongue,male
L5S246,mge35123,UBERON:oral cavity,UBERON:tongue,male
L5S247,mge36034,UBERON:oral cavity,UBERON:tongue,male
L5S249,mge35874,UBERON:oral cavity,UBERON:tongue,male
L5S25,mge35655,UBERON:skin,UBERON:zone of skin of hand,male
L5S252,mge36480,UBERON:oral cavity,UBERON:tongue,male
L5S253,mge36546,UBERON:oral cavity,UBERON:tongue,male
L5S254,mge34978,UBERON:oral cavity,UBERON:tongue,male
L5S255,mge36175,UBERON:oral cavity,UBERON:tongue,male
L5S256,mge36778,UBERON:oral cavity,UBERON:tongue,male
L5S257,mge35360,UBERON:oral cavity,UBERON:tongue,male
L5S258,mge36523,UBERON:oral cavity,UBERON:tongue,male
L5S259,mge35056,UBERON:oral cavity,UBERON:tongue,male
L5S26,mge35336,UBERON:skin,UBERON:zone of skin of hand,male
L5S261,mge35203,UBERON:oral cavity,UBERON:tongue,male
L5S264,mge36038,UBERON:oral cavity,UBERON:tongue,male
L5S265,mge36322,UBERON:oral cavity,UBERON:tongue,male
L5S268,mge35353,UBERON:oral cavity,UBERON:tongue,male
L5S271,mge36072,UBERON:oral cavity,UBERON:tongue,male
L5S272,mge35402,UBERON:oral cavity,UBERON:tongue,male
L5S273,mge36232,UBERON:oral cavity,UBERON:tongue,male
L5S276,mge35088,UBERON:oral cavity,UBERON:tongue,male
L5S277,mge36297,UBERON:oral cavity,UBERON:tongue,male
L5S278,mge36252,UBERON:oral cavity,UBERON:tongue,male
L5S279,mge36512,UBERON:oral cavity,UBERON:tongue,male
L5S28,mge35462,UBERON:skin,UBERON:zone of skin of hand,male
L5S281,mge35125,UBERON:oral cavity,UBERON:tongue,male
L5S283,mge35074,UBERON:oral cavity,UBERON:tongue,male
L5S284,mge35702,UBERON:oral cavity,UBERON:tongue,male
L5S285,mge36054,UBERON:oral cavity,UBERON:tongue,male
L5S286,mge35416,UBERON:oral cavity,UBERON:tongue,male
L5S29,mge35860,UBERON:skin,UBERON:zone of skin of hand,male
L5S3,mge36234,UBERON:skin,UBERON:zone of skin of hand,male
L5S32,mge35452,UBERON:skin,UBERON:zone of skin of hand,male
L5S34,mge35366,UBERON:skin,UBERON:zone of skin of hand,male
L5S35,mge36066,UBERON:skin,UBERON:zone of skin of hand,male
L5S36,mge35219,UBERON:skin,UBERON:zone of skin of hand,male
L5S37,mge35391,UBERON:skin,UBERON:zone of skin of hand,male
L5S38,mge35016,UBERON:skin,UBERON:zone of skin of hand,male
L5S39,mge36500,UBERON:skin,UBERON:zone of skin of hand,male
L5S4,mge35042,UBERON:skin,UBERON:zone of skin of hand,male
L5S40,mge35734,UBERON:skin,UBERON:zone of skin of hand,male
L5S44,mge35760,UBERON:skin,UBERON:zone of skin of hand,male
L5S45,mge36206,UBERON:skin,UBERON:zone of skin of hand,male
L5S47,mge35622,UBERON:skin,UBERON:zone of skin of hand,male
L5S51,mge34929,UBERON:skin,UBERON:zone of skin of hand,male
L5S53,mge36507,UBERON:skin,UBERON:zone of skin of hand,male
L5S54,mge35447,UBERON:skin,UBERON:zone of skin of hand,male
L5S55,mge35064,UBERON:skin,UBERON:zone of skin of hand,male
L5S56,mge36174,UBERON:skin,UBERON:zone of skin of hand,male
L5S57,mge36280,UBERON:skin,UBERON:zone of skin of hand,male
L5S58,mge36150,UBERON:skin,UBERON:zone of skin of hand,male
L5S59,mge35320,UBERON:skin,UBERON:zone of skin of hand,male
L5S6,mge36073,UBERON:skin,UBERON:zone of skin of hand,male
L5S60,mge36324,UBERON:skin,UBERON:zone of skin of hand,male
L5S62,mge35030,UBERON:skin,UBERON:zone of skin of hand,male
L5S66,mge36874,UBERON:skin,UBERON:zone of skin of hand,male
L5S67,mge36113,UBERON:skin,UBERON:zone of skin of hand,male
L5S68,mge34885,UBERON:skin,UBERON:zone of skin of hand,male
L5S7,mge36172,UBERON:skin,UBERON:zone of skin of hand,male
L5S70,mge35434,UBERON:skin,UBERON:zone of skin of hand,male
L5S71,mge36331,UBERON:skin,UBERON:zone of skin of hand,male
L5S72,mge36541,UBERON:skin,UBERON:zone of skin of hand,male
L5S73,mge36333,UBERON:skin,UBERON:zone of skin of hand,male
L5S74,mge35656,UBERON:skin,UBERON:zone of skin of hand,male
L5S75,mge35245,UBERON:skin,UBERON:zone of skin of hand,male
L5S76,mge36108,UBERON:skin,UBERON:zone of skin of hand,male
L5S79,mge35396,UBERON:skin,UBERON:zone of skin of hand,male
L5S9,mge35569,UBERON:skin,UBERON:zone of skin of hand,male
L5S98,mge35337,UBERON:oral cavity,UBERON:tongue,female
L6S10,mge36266,UBERON:oral cavity,UBERON:tongue,male
L6S100,mge35885,UBERON:oral cavity,UBERON:tongue,male
L6S101,mge36269,UBERON:oral cavity,UBERON:tongue,male
L6S102,mge36119,UBERON:oral cavity,UBERON:tongue,male
L6S103,mge34901,UBERON:oral cavity,UBERON:tongue,male
L6S104,mge35632,UBERON:oral cavity,UBERON:tongue,male
L6S109,mge36273,UBERON:oral cavity,UBERON:tongue,male
L6S110,mge35374,UBERON:oral cavity,UBERON:tongue,male
L6S113,mge36289,UBERON:oral cavity,UBERON:tongue,male
L6S114,mge36193,UBERON:oral cavity,UBERON:tongue,male
L6S115,mge34926,UBERON:oral cavity,UBERON:tongue,male
L6S116,mge36767,UBERON:oral cavity,UBERON:tongue,male
L6S117,mge36204,UBERON:oral cavity,UBERON:tongue,male
L6S118,mge35423,UBERON:oral cavity,UBERON:tongue,male
L6S119,mge35612,UBERON:oral cavity,UBERON:tongue,male
L6S120,mge35153,UBERON:oral cavity,UBERON:tongue,male
L6S121,mge35788,UBERON:oral cavity,UBERON:tongue,male
L6S123,mge35660,UBERON:oral cavity,UBERON:tongue,male
L6S124,mge35628,UBERON:oral cavity,UBERON:tongue,male
L6S127,mge35650,UBERON:oral cavity,UBERON:tongue,male
L6S128,mge36443,UBERON:oral cavity,UBERON:tongue,male
L6S129,mge35162,UBERON:oral cavity,UBERON:tongue,male
L6S131,mge36467,UBERON:oral cavity,UBERON:tongue,male
L6S132,mge35684,UBERON:oral cavity,UBERON:tongue,male
L6S133,mge35898,UBERON:oral cavity,UBERON:tongue,male
L6S135,mge36063,UBERON:oral cavity,UBERON:tongue,male
L6S136,mge34869,UBERON:oral cavity,UBERON:tongue,male
L6S138,mge35215,UBERON:oral cavity,UBERON:tongue,male
L6S139,mge36474,UBERON:oral cavity,UBERON:tongue,male
L6S14,mge34907,UBERON:oral cavity,UBERON:tongue,male
L6S141,mge36200,UBERON:oral cavity,UBERON:tongue,male
L6S142,mge34878,UBERON:oral cavity,UBERON:tongue,male
L6S143,mge36909,UBERON:oral cavity,UBERON:tongue,male
L6S145,mge34997,UBERON:oral cavity,UBERON:tongue,male
L6S147,mge35458,UBERON:oral cavity,UBERON:tongue,male
L6S148,mge35120,UBERON:oral cavity,UBERON:tongue,male
L6S150,mge35365,UBERON:oral cavity,UBERON:tongue,male
L6S151,mge35721,UBERON:oral cavity,UBERON:tongue,male
L6S152,mge36181,UBERON:oral cavity,UBERON:tongue,male
L6S154,mge35810,UBERON:oral cavity,UBERON:tongue,male
L6S156,mge34920,UBERON:oral cavity,UBERON:tongue,male
L6S157,mge35910,UBERON:oral cavity,UBERON:tongue,male
L6S16,mge36549,UBERON:oral cavity,UBERON:tongue,male
L6S160,mge35471,UBERON:oral cavity,UBERON:tongue,male
L6S161,mge35073,UBERON:oral cavity,UBERON:tongue,male
L6S162,mge36142,UBERON:oral cavity,UBERON:tongue,male
L6S164,mge35816,UBERON:oral cavity,UBERON:tongue,male
L6S165,mge35446,UBERON:oral cavity,UBERON:tongue,male
L6S167,mge35837,UBERON:oral cavity,UBERON:tongue,male
L6S168,mge35081,UBERON:oral cavity,UBERON:tongue,male
L6S169,mge35317,UBERON:oral cavity,UBERON:tongue,male
L6S17,mge35674,UBERON:oral cavity,UBERON:tongue,male
L6S172,mge36083,UBERON:oral cavity,UBERON:tongue,male
L6S173,mge35912,UBERON:oral cavity,UBERON:tongue,male
L6S174,mge35618,UBERON:oral cavity,UBERON:tongue,male
L6S175,mge34917,UBERON:oral cavity,UBERON:tongue,male
L6S177,mge36176,UBERON:oral cavity,UBERON:tongue,male
L6S178,mge36318,UBERON:oral cavity,UBERON:tongue,male
L6S179,mge36068,UBERON:oral cavity,UBERON:tongue,male
L6S18,mge35089,UBERON:oral cavity,UBERON:tongue,male
L6S181,mge36215,UBERON:oral cavity,UBERON:tongue,male
L6S182,mge35132,UBERON:oral cavity,UBERON:tongue,male
L6S183,mge34951,UBERON:oral cavity,UBERON:tongue,male
L6S185,mge36281,UBERON:oral cavity,UBERON:tongue,male
L6S186,mge35220,UBERON:oral cavity,UBERON:tongue,male
L6S187,mge36570,UBERON:oral cavity,UBERON:tongue,male
L6S189,mge36835,UBERON:oral cavity,UBERON:tongue,male
L6S190,mge36481,UBERON:oral cavity,UBERON:tongue,male
L6S191,mge35087,UBERON:oral cavity,UBERON:tongue,male
L6S193,mge36837,UBERON:oral cavity,UBERON:tongue,male
L6S194,mge35069,UBERON:oral cavity,UBERON:tongue,male
L6S195,mge35751,UBERON:oral cavity,UBERON:tongue,male
L6S197,mge36306,UBERON:oral cavity,UBERON:tongue,male
L6S198,mge35309,UBERON:oral cavity,UBERON:tongue,male
L6S2,mge35190,UBERON:oral cavity,UBERON:tongue,male
L6S20,mge36482,UBERON:oral cavity,UBERON:tongue,male
L6S200,mge35675,UBERON:oral cavity,UBERON:tongue,male
L6S203,mge35369,UBERON:oral cavity,UBERON:tongue,male
L6S204,mge36888,UBERON:oral cavity,UBERON:tongue,male
L6S206,mge34992,UBERON:oral cavity,UBERON:tongue,male
L6S207,mge35465,UBERON:oral cavity,UBERON:tongue,male
L6S208,mge36342,UBERON:oral cavity,UBERON:tongue,male
L6S209,mge36452,UBERON:oral cavity,UBERON:tongue,male
L6S21,mge34949,UBERON:oral cavity,UBERON:tongue,male
L6S210,mge36219,UBERON:oral cavity,UBERON:tongue,male
L6S212,mge34993,UBERON:oral cavity,UBERON:tongue,male
L6S213,mge35712,UBERON:oral cavity,UBERON:tongue,male
L6S214,mge35757,UBERON:oral cavity,UBERON:tongue,male
L6S215,mge36465,UBERON:oral cavity,UBERON:tongue,male
L6S216,mge35625,UBERON:oral cavity,UBERON:tongue,male
L6S217,mge36536,UBERON:oral cavity,UBERON:tongue,male
L6S218,mge35378,UBERON:oral cavity,UBERON:tongue,male
L6S219,mge34889,UBERON:oral cavity,UBERON:tongue,male
L6S22,mge36336,UBERON:oral cavity,UBERON:tongue,male
L6S221,mge36307,UBERON:oral cavity,UBERON:tongue,male
L6S225,mge36771,UBERON:oral cavity,UBERON:tongue,male
L6S226,mge35762,UBERON:oral cavity,UBERON:tongue,male
L6S227,mge35758,UBERON:oral cavity,UBERON:tongue,male
L6S229,mge35134,UBERON:oral cavity,UBERON:tongue,male
L6S23,mge36308,UBERON:oral cavity,UBERON:tongue,male
L6S231,mge36476,UBERON:oral cavity,UBERON:tongue,male
L6S232,mge35787,UBERON:oral cavity,UBERON:tongue,male
L6S234,mge35907,UBERON:oral cavity,UBERON:tongue,male
L6S236,mge35476,UBERON:oral cavity,UBERON:tongue,male
L6S239,mge36520,UBERON:oral cavity,UBERON:tongue,male
L6S24,mge34899,UBERON:oral cavity,UBERON:tongue,male
L6S240,mge35822,UBERON:oral cavity,UBERON:tongue,male
L6S241,mge35882,UBERON:oral cavity,UBERON:tongue,male
L6S242,mge36483,UBERON:oral cavity,UBERON:tongue,male
L6S243,mge35835,UBERON:oral cavity,UBERON:tongue,male
L6S244,mge35362,UBERON:oral cavity,UBERON:tongue,male
L6S245,mge36924,UBERON:oral cavity,UBERON:tongue,male
L6S246,mge35201,UBERON:oral cavity,UBERON:tongue,male
L6S247,mge34910,UBERON:oral cavity,UBERON:tongue,male
L6S248,mge35164,UBERON:oral cavity,UBERON:tongue,male
L6S250,mge35715,UBERON:oral cavity,UBERON:tongue,male
L6S251,mge35876,UBERON:oral cavity,UBERON:tongue,male
L6S252,mge36156,UBERON:oral cavity,UBERON:tongue,male
L6S254,mge35053,UBERON:oral cavity,UBERON:tongue,male
L6S255,mge35665,UBERON:oral cavity,UBERON:tongue,male
L6S256,mge35700,UBERON:oral cavity,UBERON:tongue,male
L6S258,mge36088,UBERON:oral cavity,UBERON:tongue,male
L6S259,mge36446,UBERON:oral cavity,UBERON:tongue,male
L6S260,mge36094,UBERON:oral cavity,UBERON:tongue,male
L6S261,mge36212,UBERON:oral cavity,UBERON:tongue,male
L6S262,mge36122,UBERON:oral cavity,UBERON:tongue,male
L6S263,mge35216,UBERON:oral cavity,UBERON:tongue,male
L6S267,mge35192,UBERON:oral cavity,UBERON:tongue,male
L6S269,mge35355,UBERON:oral cavity,UBERON:tongue,male
L6S27,mge36775,UBERON:oral cavity,UBERON:tongue,male
L6S270,mge36834,UBERON:oral cavity,UBERON:tongue,male
L6S273,mge36033,UBERON:oral cavity,UBERON:tongue,male
L6S275,mge35570,UBERON:oral cavity,UBERON:tongue,male
L6S277,mge34976,UBERON:oral cavity,UBERON:tongue,male
L6S278,mge34981,UBERON:oral cavity,UBERON:tongue,male
L6S279,mge36241,UBERON:oral cavity,UBERON:tongue,male
L6S28,mge34948,UBERON:oral cavity,UBERON:tongue,male
L6S280,mge36471,UBERON:oral cavity,UBERON:tongue,male
L6S281,mge35313,UBERON:oral cavity,UBERON:tongue,male
L6S282,mge35809,UBERON:oral cavity,UBERON:tongue,male
L6S283,mge36051,UBERON:oral cavity,UBERON:tongue,male
L6S285,mge36473,UBERON:oral cavity,UBERON:tongue,male
L6S287,mge35425,UBERON:oral cavity,UBERON:tongue,male
L6S289,mge35114,UBERON:oral cavity,UBERON:tongue,male
L6S29,mge35470,UBERON:oral cavity,UBERON:tongue,male
L6S291,mge36089,UBERON:oral cavity,UBERON:tongue,male
L6S292,mge36903,UBERON:oral cavity,UBERON:tongue,male
